air_quality_annual_PM2p5,median_household_income,percent_diagnosed_diabetes,percent_EDU_less_col,percent_EDU_less_HS,percent_food_stamp,percent_high_BP,percent_high_chol,percent_obisity,percent_phys_inactivity,percent_poverty,percent_somker_status,unemployment_rate,distance,plant_capacity,nameplate_capacity_MW1,NOx_tons1,SO2_tons1,CO2_tons1,CH4_lbs1,N2O_lbs1,PM2.5_tons1,dist_from_county1,nameplate_capacity_MW2,NOx_tons2,SO2_tons2,CO2_tons2,CH4_lbs2,N2O_lbs2,PM2.5_tons2,dist_from_county2,nameplate_capacity_MW3,NOx_tons3,SO2_tons3,CO2_tons3,CH4_lbs3,N2O_lbs3,PM2.5_tons3,dist_from_county3,nameplate_capacity_MW4,NOx_tons4,SO2_tons4,CO2_tons4,CH4_lbs4,N2O_lbs4,PM2.5_tons4,dist_from_county4,nameplate_capacity_MW5,NOx_tons5,SO2_tons5,CO2_tons5,CH4_lbs5,N2O_lbs5,PM2.5_tons5,dist_from_county5,fuel_type1_Biomass,fuel_type1_Coal,fuel_type1_Gas,fuel_type1_Oil,fuel_type1_Other Fossil,fuel_type2_Biomass,fuel_type2_Coal,fuel_type2_Gas,fuel_type2_Oil,fuel_type2_Other Fossil,fuel_type3_Biomass,fuel_type3_Coal,fuel_type3_Gas,fuel_type3_Oil,fuel_type3_Other Fossil,fuel_type4_Biomass,fuel_type4_Coal,fuel_type4_Gas,fuel_type4_Oil,fuel_type4_Other Fossil,fuel_type5_Biomass,fuel_type5_Coal,fuel_type5_Gas,fuel_type5_Oil,fuel_type5_Other Fossil,cardio_death,total_cancer,bladder,brain,breast,breast_insitu,cervix,colon,esophagus,kidney and renal,leukemia,liver,lung,melanoma,non-hudgkin lymphoma,oral cavity,ovay,pancreas,prostate,stomach,thyroid,uteras,Rate_range,bladder_range,brain_range,breast_range,breast_insitu_range,cervix_range,colon_range,esophagus_range,kidney and renal_range,leukemia_range,liver_range,lung_range,melanoma_range,non-hudgkin lymphoma_range,oral cavity_range,ovay_range,pancreas_range,prostate_range,stomach_range,thyroid_range,uteras_range,Pediatric Asthma,Adult Asthma,COPD,Adult Chronic Lung Disease
8.5,123000,8.4,53.3,8.4,3.5,29.2,33.9,24.1,19,5.7,10.4,4.5,42,1012,55,126.313,1.937,110812.663,4132.277,419.897,0.176802789,0,78.6,1047.089,64.641,551117.074,705811.412,92643.502,2.343787115,1,3,0.158,0.014,7.677,0.622,0.124,0.014569845,4,240,100.114,0.909,179955.764,7012.355,701.235,0.019080766,5,16.2,1.249,0.109,61.248,4.96,0.992,0.11625,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,217.7,511.3,24.6,7.2,149.3,63.3,6.4,34.9,1.9,12,13.1,3.9,53.1,17.7,19.6,7.1,12.2,13.9,141.7,10.4,14,32.4,9.8,2,1.3,7.5,5,1.7,3.5,0.8,2.1,2.2,1.2,4.1,2.6,2.7,1.7,2.2,2.1,7.2,2.1,2.5,3.3,1.765144664,7.514944492,4.190599807,12.01346225
9,88000,6.5,37.8,12.2,13.8,25.1,30.8,18.9,17.5,16.3,11.2,7.6,34,1012,22.9,84.428,1.118,30680.523,1164.225,117.715,1.734490844,1,37,11.805,1.217,790.475,31.879,6.376,0.224788842,1,17.1,1.469,0.001,110.928,4.032,0.403,0.007416853,1,1.8,97.45,0.113,4115.176,155.231,15.523,0.014856851,1,18.7,2.146,0.183,103.465,8.38,1.676,0.196325954,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,163.9,449,17.6,6.9,140.6,56.6,7.1,28.2,1.8,8.2,10.6,5.9,43.2,13.7,18.9,6.8,10.8,11.4,126.6,9.9,10.6,29.8,8.6,1.6,1.2,6.8,4.4,1.6,2.9,0.7,1.7,1.8,1.3,3.4,2.1,2.4,1.5,1.9,1.8,6.7,2,2,3.1,1.175132088,8.258803255,3.936317183,12.01838226
8,104000,6.8,59.1,7,2.2,28.6,32.3,22.4,17.3,5.7,12.2,4.2,15,1012,2.9,0.429,0.037,20.744,1.68,0.336,0.039354849,12,59.7,1003.567,116.827,384103.074,492780.402,64677.428,38.13836345,14,537.4,5.437,0.033,6433.702,246.561,24.843,0.103607327,15,1242,76.312,14.643,101198.395,4196.355,462.307,1.660064414,15,4.3,25.748,0.263,9630.804,363.29,36.329,0.451791013,16,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,191.5,495.8,25,7.1,147.9,53.8,0,31.9,0,12.8,15.9,0,68.7,17.9,22,5.1,16.4,10.3,104.5,6.8,11.1,31.5,35.7,8.1,4.7,28.1,17,0,12.8,0,8.5,9.6,0,18,10.3,11,5.4,10,7.3,22.6,6.7,8.4,12.6,1.590346283,7.722364308,4.376243251,12.15138229
7,79000,11.2,66.5,17.4,12.5,29,32.5,24.6,27.9,10.3,12.9,9.6,43,1012,171.2,57.545,1.339,265074.188,9631.079,963.108,17.84775048,3,12.8,290.572,0.346,12663.176,477.676,47.768,0.045706319,5,60.5,37.02,22.518,7392.468,589.825,117.965,1.212195005,5,7.2,1.518,0.13,73.332,5.939,1.188,0.139190317,5,60.5,7.669,0.446,88316.469,3008.558,300.856,4.20923143,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,209.6,425,16,5.2,124.8,45.2,9.5,33,1.5,9.6,10.4,5.3,37.7,6.3,15.4,6.4,11.7,11.9,115.7,15.7,9.8,30.3,7.1,1.4,0.9,5.4,3.3,1.5,2.6,0.6,1.5,1.5,1.1,2.8,1.2,1.8,1.2,1.6,1.5,5.4,2,1.7,2.6,1.642180571,7.693925073,3.985226126,11.93029448
6.9,71000,8.7,66.1,7.5,9.3,30,31.4,29.7,21.6,10.4,15.5,4.4,102,1012,8.1,185.796,0.238,8912.066,305.321,30.612,5.577150376,9,6.4,0,5.916,0,0,0,2.5958436,13,88.2,0.527,0.009,1824.405,70.784,7.078,0.115990232,14,4.6,24.807,0.255,9315.148,351.383,35.138,0.436983332,14,653.7,79.003,5.446,1076935.062,39968.311,4014.038,63.40017602,14,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,218,525.2,26.9,7.9,131.5,30.4,5.3,34.5,0,13.3,13,3.7,79.9,18.3,20.1,6.6,12.8,12.1,116.4,9.3,9.5,30.3,29.4,6.5,4,20.9,10.3,5.1,10.7,0,6.8,6.8,3.7,15.5,8.1,8.1,4.6,6.9,6.2,19.3,6.2,6.3,9.8,1.581830141,7.747868546,4.11237888,12.01457232
8.5,95000,8,58.1,11.5,12.9,29,31.4,23.9,21.6,14.4,13.1,4.4,9,1012,1.6,0.8,0.035,36.909,2.231,0.38,0.036478416,3,1992,178.23,9.695,194104.992,7061.178,706.118,10.92589768,5,23.4,168.89,54.554,44710.025,2439.504,384.891,2.431444602,5,1.9,0.364,0.031,17.033,1.422,0.284,0.02982197,6,46.5,1.21,0.002,326.373,10.322,1.032,0.022311112,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,174.6,472.8,22.3,6.5,138.3,47.6,6.2,29.8,2.1,11.4,12.3,4.4,47.2,13.3,21.1,6,12.5,13.1,133.6,8.1,13.5,29.7,20.2,4.3,2.4,15.7,9.4,3.7,7,2,4.5,4.5,2.7,8.3,4.8,6,3.3,4.7,4.5,15.4,4,5.5,6.9,2.3667714,6.830868266,3.642271438,11.57697908
7,83000,7.8,58,6.3,5.4,31.2,33.2,30.6,18.4,6.3,14.8,3.8,127,1012,147,58.714,1.351,269419.074,10208.102,1073.792,1.91161377,10,29,56.861,7.019,12840.693,12847.171,1853.162,2.999968062,18,14.4,226.459,1.423,87083.515,111685.53,14658.69,0.123523038,19,6.4,0,5.916,0,0,0,2.5958436,22,5.9,0,2.225,0,0,0,0.976447471,28,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,196.2,523.8,27.9,7.2,146.3,35.5,5.1,35,3,12.9,12.9,3.6,68.3,21.8,19.5,8.2,10.8,10.4,126.5,7.6,11.1,26.3,23.9,5.5,3.1,18,9,3.9,8.6,2.7,5.5,5.5,2.8,11.5,7.2,6.4,4.4,4.9,4.7,16.4,4.4,5.6,7.3,1.598363859,7.701760328,4.349147626,12.1386204
6.8,66000,9.5,67.9,9.1,13.2,31.2,33.1,32.1,19.6,10.9,14.4,4.9,107,1012,5.9,0,2.225,0,0,0,0.976447471,13,6.4,0,5.916,0,0,0,2.5958436,17,4.6,24.807,0.255,9315.148,351.383,35.138,0.436983332,18,446,15.952,0.272,53776.195,2033.952,203.395,1.268016765,20,88.2,0.527,0.009,1824.405,70.784,7.078,0.115990232,21,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,228.7,504.9,24,6.5,148.1,34.5,8.1,26.5,0,14.2,11.2,5.2,68.3,14.8,19.8,7.5,11,16,118.5,10.3,7.2,32.2,29.1,6.3,3.7,22.3,11.1,6,9.3,0,7.3,6.4,4.1,14.2,7.3,8,5,6.2,7.3,20.2,6.4,5.6,9.9,1.774610899,7.517475766,4.035196128,11.92857787
6.6,109000,7.6,62.7,9.6,6.7,28.4,30.4,24.4,21.8,6.1,12.9,4.6,37,2162.9,100,1.819,0.014,3690.544,146.643,29.329,0.194589862,9,71.5,7.899,4.455,1440.86,116.695,23.339,0.152261673,9,238.5,24.787,1.157,15101.325,1043.034,208.607,0.637345951,10,3.9,18.905,0.022,931.18,31.018,3.102,0.728908892,14,11.5,23.46,13.203,4269.907,345.82,69.164,0.451218865,16,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,214.8,532.4,27.7,7.3,139.7,46,6.5,35.6,2,13.4,15.5,4,63.4,19.5,19.7,6.9,12.6,14,136,9.9,12.6,32.1,9.5,2.2,1.2,6.9,4.1,1.7,3.4,0.8,2.2,2.3,1.1,4.3,2.6,2.6,1.5,2.1,2.1,6.9,1.9,2.2,3.2,1.707282166,7.597303891,4.178059288,12.01765209
6.3,67000,7.3,67.7,7.9,9.8,34.5,33.8,34.3,22.5,8.9,14.5,4.9,128,883.3,29,56.861,7.019,12840.693,12847.171,1853.162,2.999968062,20,14.4,226.459,1.423,87083.515,111685.53,14658.69,0.123523038,22,147,58.714,1.351,269419.074,10208.102,1073.792,1.91161377,22,42.1,76.392,33.253,14651.961,10971.946,2987.919,8.01464904,32,4.2,5.667,0.501,282.472,22.877,4.575,0.536144849,33,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,199.2,525.3,24.5,8.8,152.1,36.3,0,31.9,0,13.5,11.1,0,69.4,29.1,22.7,9.6,11.1,12,125.8,8.9,0,28.9,43.3,9,7.1,33.3,18.3,0,16.2,0,10.5,9,0,20.7,16.9,13.2,9.1,10,9.3,28.6,8.9,0,15.4,1.475939519,7.779659954,4.796411318,12.41608633
6.5,61000,9.1,79.8,12,10.3,33.3,33.8,28.7,23.8,11.2,18.1,4.6,133,1242,14.4,226.459,1.423,87083.515,111685.53,14658.69,0.123523038,8,29,56.861,7.019,12840.693,12847.171,1853.162,2.999968062,10,147,58.714,1.351,269419.074,10208.102,1073.792,1.91161377,20,13.2,1.555,0.888,287.372,23.274,4.655,0.030367762,30,6.4,0,5.916,0,0,0,2.5958436,38,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,211.5,514.1,23.1,8.1,140.8,28.1,0,37.5,0,9.9,13.7,0,77.8,19.4,17.8,8.5,11.6,11.5,109.6,9.1,8.6,29.6,44.6,9.4,6.2,34.4,16.2,0,18.5,0,9.1,11.5,0,23.4,13.9,12.5,8.9,10.8,9.7,28.5,9.6,9.8,15.2,1.513051513,7.786357786,4.504504505,12.24301224
6.6,95000,6.9,50.8,9.3,5.9,32.4,31.9,24.9,17.9,8.2,13,4.7,53,2162.9,545,45.142,2.467,488676.062,18028.579,1802.858,16.61237529,7,13.7,20.963,0.163,5962.787,327.691,32.772,0.268475783,9,7.3,0,5.889,0.001,0,0,3.7970532,10,515,188.246,3.979,750418.75,26536.544,2664.897,13.95644501,10,10.4,5.929,3.695,7906.511,348.151,44.149,0.522175622,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,190,472,30.1,6.7,163.3,38.2,0,22.6,0,12.3,0,0,50.1,18.3,12.6,9.1,9.8,12.6,123.3,0,0,26.9,48.5,12.2,6.6,40.9,21.2,0,15.4,0,11.7,0,0,21.4,15.5,11.4,10.4,11.5,11.4,34.3,0,0,16,1.729058945,9.915201655,6.105480869,15.3753878
4.6,82000,8.7,67.3,7.6,11,35.1,32.7,29.3,22.4,7.5,16.7,5.2,39,2162.9,13.7,20.963,0.163,5962.787,327.691,32.772,0.268475783,8,35.7,0,34.031,0,0,0,21.94231478,9,596,74.693,6.495,1286540.562,48235.326,4823.533,101.7447603,9,20,1061.881,2.187,80230.006,3043.482,306.909,2.021012535,10,26.1,0,0.069,0,0,0,0.03036285,10,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,211.8,514.2,29.2,6.1,152,40.9,8.7,28.6,0,12.8,9.9,4.2,79.8,20.9,17.8,8,11.4,13.6,122.7,8.4,8.1,33.7,27.6,6.4,3.3,21.2,11.5,6.2,8.8,0,6.2,5.9,3.7,14.2,8.4,7.3,4.9,6.1,6.2,19.3,5.4,5.7,9.7,1.744348481,9.901242666,6.005004677,15.30677939
6.1,81000,6.8,50.3,5.3,8.7,32.5,31.7,26.2,17.8,9.5,11.7,4.9,48,2162.9,20,1061.881,2.187,80230.006,3043.482,306.909,2.021012535,10,545,45.142,2.467,488676.062,18028.579,1802.858,16.61237529,11,7.3,0,5.889,0.001,0,0,3.7970532,19,97.4,6.439,0.143,28243.879,1141.806,115.031,1.917995085,19,13.7,20.963,0.163,5962.787,327.691,32.772,0.268475783,19,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,165.4,469.5,26.7,7.1,136.4,33.8,0,30.6,0,10.3,11.6,5.5,49.2,35.4,14.8,6.7,6.4,11.9,117.7,7.9,9.7,26.6,36.1,8.6,4.9,28.4,15.8,0,13.1,0,8.8,9.4,5.6,15.8,15.2,9.7,6.5,6.6,8.8,24.4,7.6,8.3,12.1,1.554328169,10.09824527,6.405493915,15.61782101
9.3,68000,9.7,69.7,13.7,18.4,31,29.8,31.3,24.6,12.4,15.2,6,49,2162.9,35.7,0,34.031,0,0,0,21.94231478,5,26.1,0,0.069,0,0,0,0.03036285,5,596,74.693,6.495,1286540.562,48235.326,4823.533,101.7447603,6,68.8,0.872,0.024,2628.601,101.241,10.627,0.094668957,9,515,188.246,3.979,750418.75,26536.544,2664.897,13.95644501,10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,208,460.8,22.8,6.8,135.2,37,6.9,29.8,1.9,11.1,11.1,5.1,63.2,14.1,15.6,7.1,9.1,10.2,108.1,10.6,9.4,29,14.1,3.1,1.9,10.8,5.8,2.6,5,1.3,3.1,3.2,2.1,7,3.5,3.6,2.4,2.8,2.9,9.9,3.3,3.1,4.9,1.924916778,9.669199603,5.274865799,14.7880675
5,84000,6.9,54,5.3,7.5,31.4,31.7,23.7,17.2,7.8,12.7,4.9,29,2162.9,13.9,1.789,0.164,92.442,7.487,1.497,0.175460156,15,20,1061.881,2.187,80230.006,3043.482,306.909,2.021012535,17,16.2,107.376,1.115,40791.067,1538.706,153.871,0,18,5.2,8.042,0.728,410.11,33.215,6.643,0.77841,21,2.6,2.591,0.235,132.131,10.701,2.14,0.25079,22,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,185.5,499.4,28.6,7.4,154,38.3,6.8,28.4,0,12.5,11.7,0,61.1,30.6,14.8,6.6,9.6,10.4,126.2,6.8,10.2,25.6,31.4,7.3,4.5,25.3,13,7,10.4,0,7.6,7.5,0,14.6,12.2,7.6,5.3,6.8,6.1,21.3,5.5,7.4,9.4,1.507006187,10.17527396,6.298411083,15.55914303
5.4,73000,6,59,5.8,7.4,29.3,30,23.1,16.2,8.4,11.9,2.8,139,1242,1.6,1.508,0.162,629.229,928.443,121.483,0.217293349,2,6.4,0.428,0.039,21.804,1.766,0.353,0.041385,11,42.1,76.392,33.253,14651.961,10971.946,2987.919,8.01464904,16,3.2,0,1.91,0.001,0,0,0.83818665,29,13.2,1.555,0.888,287.372,23.274,4.655,0.030367762,30,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,198.4,422.6,25.2,0,123.6,26.7,0,24.8,0,0,0,0,54.3,22.6,12.8,0,0,0,123.6,0,0,32.4,53.9,14.2,0,42.4,20,0,19.5,0,0,0,0,26.4,19.7,14.2,0,0,0,39.6,0,0,21.3,1.177715666,9.120512333,5.052780115,13.81509321
5,66000,7.6,62.5,7.4,15.3,30.3,30.5,24.4,18.2,10.4,14,4.3,114,1242,10.2,2.238,0.045,1583.299,60.61,6.195,0.11090146,23,14.4,226.459,1.423,87083.515,111685.53,14658.69,0.123523038,31,29,56.861,7.019,12840.693,12847.171,1853.162,2.999968062,33,6.4,0,5.916,0,0,0,2.5958436,36,8.1,185.796,0.238,8912.066,305.321,30.612,5.577150376,38,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,214.3,473.5,22.8,0,115.2,31.4,0,32.8,0,12.5,0,0,58,36.9,15.6,0,16.9,15.5,100.1,0,0,33,56,11.4,0,40,22.8,0,22.8,0,15.1,0,0,25.7,23.7,14.1,0,16,14.3,34.2,0,0,19.9,1.349821722,8.636595167,5.243647065,13.6651763
5,52000,8.4,69.3,7.2,13.9,33.7,31,27.7,20.8,11,16,3.7,125,1242,21.5,54.035,22.146,0,124985.626,16404.363,20.20748023,18,17.5,36.499,16.294,0,91962.539,12070.083,14.86834184,23,19.9,11.676,3.892,0,21966.384,2883.088,3.551494552,28,41.8,0,0,410.1,27.084,5.417,0.060053946,29,8,0,8.647,0.001,0,0,3.794334715,31,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,205.9,443.9,24.6,9.2,125.9,14.4,0,27.5,0,0,0,0,50.2,35,0,0,0,0,74.8,0,0,33.1,60.5,14,10.4,47.7,16.8,0,23.8,0,0,0,0,27.7,26.4,0,0,0,0,34.2,0,0,23.5,1.373506144,8.682040061,5.093418616,13.61723616
5.5,81000,6,47.4,5.2,8,24.4,26.7,21.7,13.8,8.5,11.1,2.8,155,1242,20,0.576,0.052,29.4,2.381,0.476,0.0558,2,18,1.291,0.738,238.701,19.332,3.866,0.025224487,5,25.5,0.674,0.381,135.4,9.967,1.993,0.019851163,7,59.5,132.694,1.159,44292.495,245502.76,32221.353,39.05089042,7,3.2,0,1.91,0.001,0,0,0.83818665,21,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,160.4,444.4,18.8,6,135.3,26.2,4.6,25.1,0,8.8,9,0,45.3,34.8,17.7,5.7,7.7,13.1,96.1,5.5,7.6,33.7,28.1,5.8,3.5,21.9,9.8,4.5,9.4,0,5.6,5.9,0,12.1,11.6,7.6,4.8,5.4,6.7,18.6,4.8,5.7,10.5,1.26349616,9.392840188,4.373546919,13.64101128
4.6,58000,6.6,59,7.5,10.5,28.5,29.5,23.5,20.7,8.1,14.1,4,148,1242,3.2,0,1.91,0.001,0,0,0.83818665,21,20,0.576,0.052,29.4,2.381,0.476,0.0558,25,41.8,0,0,410.1,27.084,5.417,0.060053946,25,18,1.291,0.738,238.701,19.332,3.866,0.025224487,27,59.5,132.694,1.159,44292.495,245502.76,32221.353,39.05089042,29,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,186.6,450.1,20.6,0,130.1,17.9,0,27.1,0,0,0,0,59.2,42,0,0,0,0,107.1,0,0,25,68.4,14.8,0,54.3,19.9,0,25.6,0,0,0,0,36.3,32.3,0,0,0,0,47,0,0,22.9,1.444299751,8.803914605,4.66832406,13.47223866
5.3,61000,7.5,68.1,7.3,10.3,31.6,33.1,32.7,19,9.6,14.7,3.2,108,1242,41.8,0,0,410.1,27.084,5.417,0.060053946,20,21.5,54.035,22.146,0,124985.626,16404.363,20.20748023,21,7,11.403,32.208,5938.504,481.403,96.281,0.332973927,21,3.2,0,1.91,0.001,0,0,0.83818665,27,1.6,1.508,0.162,629.229,928.443,121.483,0.217293349,40,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,198.9,455.6,22.2,0,110.5,20.7,0,25.4,0,14.7,0,0,53.6,29.6,33.8,0,0,0,107.3,0,0,31.4,61.8,13.5,0,44.9,20.9,0,22.4,0,17.4,0,0,29.3,26.7,25.9,0,0,0,41.5,0,0,24.5,1.307348198,8.749176405,5.191247356,13.68727676
6.4,62000,7.9,67.8,6.3,14.4,32.9,32.4,33.9,20.9,12,13.9,4.2,120,1242,13.2,1.555,0.888,287.372,23.274,4.655,0.030367762,3,42.1,76.392,33.253,14651.961,10971.946,2987.919,8.01464904,28,1.6,1.508,0.162,629.229,928.443,121.483,0.217293349,30,13.2,2.162,1.216,393.288,31.852,6.37,0.041560427,33,14.4,226.459,1.423,87083.515,111685.53,14658.69,0.123523038,34,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,231.5,481.2,27.4,5.9,136.5,27.6,0,34.8,0,8.9,11.6,0,54.4,34.5,17.2,0,0,10.5,103.8,8.9,12.6,39.2,43.8,10.4,5.7,33.6,17,0,17.3,0,8.7,11.1,0,20.2,18.8,12.9,0,0,10.3,27.4,9.2,12.3,16.9,1.258569351,8.80306073,5.266255799,13.75251021
5,70000,6.6,56.3,5.8,9.7,28.9,30.1,26.5,15.1,8,13.1,3,130,1242,41.8,0,0,410.1,27.084,5.417,0.060053946,2,3.2,0,1.91,0.001,0,0,0.83818665,5,21.5,54.035,22.146,0,124985.626,16404.363,20.20748023,28,20,0.576,0.052,29.4,2.381,0.476,0.0558,29,18,1.291,0.738,238.701,19.332,3.866,0.025224487,31,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,190,450.7,22.6,5.9,144.8,29.2,0,31.4,0,10.1,0,0,53.6,32.6,13.7,0,9.8,10.5,95.9,0,0,34.2,43.7,9.6,5.6,36,17.5,0,16.3,0,10,0,0,20.9,18,11.8,0,9.4,9.4,27.6,0,0,16.9,1.316691812,8.891098615,4.951309834,13.65210534
5.9,59000,5.5,60.3,6.2,14,31.5,31,21.4,15,11.3,14.5,4.4,95,1242,10.2,2.238,0.045,1583.299,60.61,6.195,0.11090146,31,13.2,2.162,1.216,393.288,31.852,6.37,0.041560427,32,8.7,34.081,0.34,12776.226,506.63,54.366,0.599346041,32,2.1,0.255,0.024,13.393,1.085,0.217,0.025420271,43,1.7,5.433,0.059,2175.726,82.072,8.207,0.12453981,44,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,193.1,454.5,22.1,6.3,138,26.4,0,38.4,0,17.7,11.2,0,48.7,31.4,18.7,0,11,9.1,95.1,10.5,0,39.5,50.8,10.8,7.2,40.3,17.7,0,20.6,0,16.6,12.9,0,22.6,22.1,15.1,0,11.8,9.8,30.8,12.4,0,21.7,1.275734857,8.727835297,5.336189456,13.75461145
5.9,61000,7.1,61.6,5.3,10.9,32.4,32.6,27,17,8.6,14.1,3.3,99,1242,13.2,2.162,1.216,393.288,31.852,6.37,0.041560427,15,7,11.403,32.208,5938.504,481.403,96.281,0.332973927,17,13.2,1.555,0.888,287.372,23.274,4.655,0.030367762,20,20,12.675,5.281,0,29807.298,3912.208,4.819185618,28,1.6,1.508,0.162,629.229,928.443,121.483,0.217293349,42,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,190.9,471.8,23.8,11.8,152.1,19.3,0,32.3,0,17.6,7.4,0,55.8,31.9,13.1,8.6,8.1,12.3,97.3,0,0,36.6,44.5,9.7,8.9,37.2,14.1,0,16.6,0,14.1,8.4,0,19.7,17,11,8.5,9.9,10.2,26.8,0,0,18.5,1.291190805,8.687349967,5.352076817,13.74117989
6.4,49000,8.2,73.7,6.4,13.2,35.3,34.8,31.1,24.3,12.9,17.1,5.3,145,1242,45.7,98.286,35.102,0.01,198110.02,26001.94,32.03015384,12,102.6,325.324,258.72,104324.462,99271.192,19177.719,55.61582224,30,274.5,6.725,0.149,29422.688,1097.555,109.755,0.071623207,31,80,163.47,529.082,5792.596,39563.842,11385.541,5.004626841,34,163.5,13.482,0.557,101189.029,4315.153,441.098,2.734011153,34,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,196.8,451.7,23.5,10.2,124,30.4,0,30.5,0,0,0,0,55.9,21.2,0,0,0,16.3,100.8,0,0,35.8,60.1,13.3,11.8,45.4,23.4,0,23.2,0,0,0,0,29.8,21.6,0,0,0,18.1,36.9,0,0,26,1.397318749,8.66404322,6.943240179,14.773561
4.6,58000,6.9,64.8,5.3,8.9,34.4,36.6,30.9,23.4,10.3,15.7,5,169,1242,298.4,1.315,0.049,1312.899,53.519,7.747,0.034097045,21,3.8,25.954,0.259,9482.415,357.857,35.81,0.444830796,25,550.2,22.155,0.631,125098.844,4734.453,473.445,3.625520086,25,25.3,264.932,13.122,95766.67,118345.661,15553.788,0.134099394,26,3.3,0,1.232,0,0,0,0.5407101,28,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,192.6,501.5,24,7.3,124.1,21.9,0,37.5,0,7.3,13,0,58.2,39.5,15.4,6.5,7.2,9.4,130.1,8.1,9.6,31.1,45.4,9.2,6.5,33.8,15.1,0,18.8,0,8.4,11.8,0,20.5,21.9,11.6,7.4,8.8,9,30.9,9,11.4,15.9,1.330598315,8.671580017,7.353688644,15.04683416
8,52000,10.8,71.4,7.1,13.5,35,34.4,35,27.8,12.1,19.1,4.7,204,1242,27.5,25.01,4.967,40.701,28035.1,3679.881,4.53889069,10,550.2,22.155,0.631,125098.844,4734.453,473.445,3.625520086,40,3.8,25.954,0.259,9482.415,357.857,35.81,0.444830796,41,3.3,0,1.232,0,0,0,0.5407101,45,25.3,264.932,13.122,95766.67,118345.661,15553.788,0.134099394,47,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,205.1,524.7,27.8,7.1,123.6,38.1,7.5,33.9,0,15.7,11,3.5,77.3,31.3,19.6,10,8.7,8.7,110.1,9.5,11.6,32,29.5,6.8,3.9,20.6,12.2,6,10.5,0,7.5,6.3,3.5,15.3,11.1,8.2,5.8,5.9,5.1,18.9,6.3,7,10.2,1.420988428,8.731001286,6.450166496,14.45781544
