air_quality_annual_PM2p5,median_household_income,percent_diagnosed_diabetes,percent_EDU_less_col,percent_EDU_less_HS,percent_food_stamp,percent_high_BP,percent_high_chol,percent_obisity,percent_phys_inactivity,percent_poverty,percent_somker_status,unemployment_rate,distance,plant_capacity,nameplate_capacity_MW1,NOx_tons1,SO2_tons1,CO2_tons1,CH4_lbs1,N2O_lbs1,PM2.5_tons1,dist_from_county1,nameplate_capacity_MW2,NOx_tons2,SO2_tons2,CO2_tons2,CH4_lbs2,N2O_lbs2,PM2.5_tons2,dist_from_county2,nameplate_capacity_MW3,NOx_tons3,SO2_tons3,CO2_tons3,CH4_lbs3,N2O_lbs3,PM2.5_tons3,dist_from_county3,nameplate_capacity_MW4,NOx_tons4,SO2_tons4,CO2_tons4,CH4_lbs4,N2O_lbs4,PM2.5_tons4,dist_from_county4,nameplate_capacity_MW5,NOx_tons5,SO2_tons5,CO2_tons5,CH4_lbs5,N2O_lbs5,PM2.5_tons5,dist_from_county5,fuel_type1_Biomass,fuel_type1_Coal,fuel_type1_Gas,fuel_type1_Oil,fuel_type1_Other Fossil,fuel_type2_Biomass,fuel_type2_Coal,fuel_type2_Gas,fuel_type2_Oil,fuel_type2_Other Fossil,fuel_type3_Biomass,fuel_type3_Coal,fuel_type3_Gas,fuel_type3_Oil,fuel_type3_Other Fossil,fuel_type4_Biomass,fuel_type4_Coal,fuel_type4_Gas,fuel_type4_Oil,fuel_type4_Other Fossil,fuel_type5_Biomass,fuel_type5_Coal,fuel_type5_Gas,fuel_type5_Oil,fuel_type5_Other Fossil,cardio_death,total_cancer,bladder,brain,breast,breast_insitu,cervix,colon,esophagus,kidney and renal,leukemia,liver,lung,melanoma,non-hudgkin lymphoma,oral cavity,ovay,pancreas,prostate,stomach,thyroid,uteras,Rate_range,bladder_range,brain_range,breast_range,breast_insitu_range,cervix_range,colon_range,esophagus_range,kidney and renal_range,leukemia_range,liver_range,lung_range,melanoma_range,non-hudgkin lymphoma_range,oral cavity_range,ovay_range,pancreas_range,prostate_range,stomach_range,thyroid_range,uteras_range,Pediatric Asthma,Adult Asthma,COPD,Adult Chronic Lung Disease
8.4,75000,7.6,75.8,6.7,7.4,32.1,35,30.5,21.1,6.9,16.8,3.4,96,2449.8,1112,2658.618,1727.629,6377103.5,1377148.273,200301.563,78.70904474,5,2,145.046,0.214,0,152.977,15.298,0.483396091,19,41.6,0.113,0.001,43.833,1.653,0.165,0.002056272,24,2,262.447,0.413,0,295.714,29.571,0.934434871,26,169.3,13.298,0.954,178053.932,6488.629,658.509,3.55812387,27,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,198.8,480.9,23,7.8,137.6,35.4,0,28.7,0,14.9,11.6,9.7,47.9,20.4,14.9,9.3,17.1,12.3,90.7,0,0,36.8,46,10,6.7,36.3,19.4,0,16,0,12.7,11.5,10.5,19.8,15.1,12,9.5,13.3,10.6,27.9,0,0,18.2,1.243323854,8.103280849,4.392383991,12.23208712
7.6,53000,7.2,81.1,8.2,10.4,36.4,37.8,26,18,13.3,18.1,4.4,109,2018.6,340.5,108.928,127.342,535771.25,134493.443,19582.861,18.98231519,14,2,0.187,0.017,9.8,0.794,0.159,0.0186,19,7.4,0.502,0.043,24.334,1.971,0.394,0.04618969,23,345.6,721.493,312.696,1372549.875,315601.32,45920.08,14.20921182,27,1.8,237.56,0.298,0,212.968,21.297,0.672962149,29,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,191.5,470.6,21.2,0,145.5,31.1,0,34,0,0,0,0,53.6,0,0,0,0,0,79,0,0,37.3,84.1,17.8,0,72,36.8,0,35.8,0,0,0,0,39.6,0,0,0,0,0,44.7,0,0,36.6,1.185943449,8.001997378,4.818675488,12.42119718
8.1,75000,5.9,47.6,3.8,7.2,26.2,30.7,29.2,15.4,9.6,11.8,2.8,69,2449.8,169.3,13.298,0.954,178053.932,6488.629,658.509,3.55812387,1,187.5,101.364,0.234,43012.186,1602.162,160.216,2.596252368,2,54,12.051,1.069,601.774,48.738,9.748,1.142195,2,57.6,0.365,0,60.952,1.669,0.167,0.004075361,4,16.2,0.064,0.001,25.073,0.946,0.095,0.001176188,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,160.5,451,21,7.7,134.3,38.4,6.6,26.9,2.8,12.5,11.9,5,48.9,25.1,17.2,7.3,11.2,11.4,97.9,7.5,10.6,32.1,16.1,3.5,2.1,12.3,6.7,2.9,5.6,1.8,3.8,3.8,2.4,7.2,5.4,4.4,2.9,3.5,3.6,10.9,3.3,3.6,5.8,1.191777549,8.241996902,3.761021906,11.91071713
7.2,66000,7.1,82,8.8,7.5,31.9,34.9,38.3,21.5,7.2,17.7,3.2,83,1311,1.1,0.112,0.01,5.88,0.476,0.095,0.01116,16,381.6,53.66,0.422,74972.703,3068.987,386.303,26.18646206,17,6.4,0,7.159,0.004,0,0,3.1415811,23,381.6,27.828,2.29,32102.604,1028.786,144.001,1.906464662,24,1.4,52.841,0.065,0,46.257,4.626,0.14616945,31,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,216.3,439.5,21.5,6.2,121.1,31.2,0,29.3,0,11.8,9.8,7.3,49.3,21.3,17.2,6.4,9.8,11.5,97.3,5.5,10,33.9,35.2,7.8,4.8,27.2,14.8,0,13.7,0,8.6,8.3,7.1,16.4,13,10.3,6.4,8.3,8.2,23.2,6,8.2,14.5,1.156453238,8.27493817,4.41055235,12.3213795
8.3,69000,7.7,76.1,7.7,7.9,32.5,35.2,31.2,22.3,7.6,16.3,3.2,60,1311,381.6,27.828,2.29,32102.604,1028.786,144.001,1.906464662,1,1.4,52.841,0.065,0,46.257,4.626,0.14616945,14,7.1,0,2.113,0,0,0,0.927412447,23,2.4,0,3.473,0.001,0,0,1.524066543,26,1.2,87.702,0.129,0,92.494,9.249,0.292274354,28,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,204.8,491.1,25.2,6.9,145,36,6.2,40,0,15.9,12.2,0,45.9,23.2,17.7,9.9,13.4,13,133.8,8.4,10.2,24.6,34.9,7.8,4.7,27.6,14.6,6.8,14.2,0,9.5,8.5,0,14.5,11.4,9.2,7.3,8.2,7.9,25.2,6.9,8.3,10.7,1.258478941,8.039688247,4.360459466,12.17857768
6.9,56000,6.8,76.8,8.1,7.1,31.2,33,25.7,18.3,12,17.9,3,81,2018.6,7.4,0.502,0.043,24.334,1.971,0.394,0.04618969,8,23,1.23,0.109,61.002,4.941,0.988,0.115785,20,3.5,2.059,0.188,106.161,8.598,1.72,0.201434942,23,2,0.187,0.017,9.8,0.794,0.159,0.0186,26,3.6,0.279,0.026,14.7,1.19,0.238,0.0279,26,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,200.3,479.7,18.7,8.8,137.9,20.7,0,33.3,0,0,0,0,51,29.9,17.6,9.3,14.5,10.7,109.9,0,0,32.4,51.1,9.8,8.2,41.3,16.7,0,18.5,0,0,0,0,22.9,19.9,13.5,10.8,13.6,10.6,33.5,0,0,18.7,1.250465495,8.037866761,4.049313028,11.98330099
8.6,76000,6.7,76.7,7.7,7,33.1,34.4,24,19.4,7.4,17,3,45,2449.8,4.5,0.68,0.062,34.625,2.804,0.561,0.06572,14,43.2,3.942,0.356,200.322,16.224,3.245,0.379501238,22,6.8,23.834,0.307,11230.956,423.65,42.365,0.628359007,24,57.6,0.365,0,60.952,1.669,0.167,0.004075361,24,41.7,8.003,0.685,1336.34,26.771,2.677,0.08935041,27,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,190.2,419.5,21.6,7.8,103.9,27.7,0,30.2,0,13.3,0,0,56,20.4,15.9,0,0,15.2,87.2,0,0,30.8,53.6,12.4,8.5,38.6,20.9,0,21.1,0,13.8,0,0,26.7,19.8,15.8,0,0,14.7,33.7,0,0,21,1.294975822,7.982952217,4.494167145,12.23670191
7.9,61000,7.4,79.1,9.3,9.3,36.3,36.6,25.9,18.7,9.7,17.8,4.3,82,1311,2.4,0,3.473,0.001,0,0,1.524066543,13,1.4,52.841,0.065,0,46.257,4.626,0.14616945,17,381.6,27.828,2.29,32102.604,1028.786,144.001,1.906464662,28,1112,2658.618,1727.629,6377103.5,1377148.273,200301.563,78.70904474,29,7.1,0,2.113,0,0,0,0.927412447,32,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,243,490.4,26.6,0,161.7,0,0,30.4,0,0,0,0,54.2,0,0,0,0,0,111.9,0,0,28.2,77.6,17.7,0,67.3,0,0,31.7,0,0,0,0,37.2,0,0,0,0,0,50.5,0,0,28.3,1.306325365,7.848529723,4.707002327,12.29109372
7.9,75000,8.2,74.7,4.6,7.4,32.7,35.2,27.8,17.1,7.2,15.9,3.4,77,2449.8,1.8,237.56,0.298,0,212.968,21.297,0.672962149,25,4.5,0.68,0.062,34.625,2.804,0.561,0.06572,25,7.4,0.502,0.043,24.334,1.971,0.394,0.04618969,26,43.2,3.942,0.356,200.322,16.224,3.245,0.379501238,29,2,262.447,0.413,0,295.714,29.571,0.934434871,31,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,186.8,417.2,15,0,131.3,29.4,0,18.2,0,0,0,0,52,0,0,0,0,0,81.8,0,0,35.3,67.8,13.5,0,56.2,26.1,0,20.5,0,0,0,0,33.3,0,0,0,0,0,40.9,0,0,29.3,1.315566836,7.948392555,4.492385787,12.22081218
9,72000,6.9,73.3,8,7.2,30.2,33.3,28.8,21.1,7.3,16.9,3.3,70,2449.8,6.4,0,7.159,0.004,0,0,3.1415811,5,381.6,53.66,0.422,74972.703,3068.987,386.303,26.18646206,11,283.5,42.312,1.615,319648.134,12041.334,1224.606,5.439935182,12,561,106.916,1.616,321245.891,11698.687,1177.393,9.317578794,14,41.7,8.003,0.685,1336.34,26.771,2.677,0.08935041,21,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,208.2,443.9,19.6,8.1,123.4,25.2,0,31.3,0,13.3,14.8,0,49.8,17.6,15,8.9,10.6,11.6,94.5,0,10.1,26.8,37.2,7.9,5.6,28.7,13,0,14.2,0,9.1,10.5,0,16.9,11.2,9.9,7.8,8.6,8.4,24,0,9,12.7,1.217102942,8.16105741,4.335708742,12.22394694
7.3,70000,7.4,72.2,9.8,12.3,28.9,31.3,27.6,20.7,11,16.8,4.3,69,2285.3,7,0,4.217,0.002,0,0,1.850428679,14,994.5,123.222,2.205,434375.242,16139.987,1615.067,25.20410158,14,10,0,2.331,6724.406,254.853,25.485,1.650422802,15,914.7,821.021,754.056,1529257.463,331492.372,48198.058,127.0129215,16,381.6,50.132,0.402,75874.856,2965.566,331.533,27.42795292,19,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,230.8,493.7,23.9,9.9,131.7,25.9,6.8,34.1,0,11.8,13.7,3.8,64.6,20.9,15.4,7.7,10.8,12,119.6,9,6.2,30.4,29,6.5,4.4,20.9,9.5,5.1,10.7,0,6.4,7,3.7,14.4,8.6,7.5,5.1,6.2,6.3,20.3,6.1,5,10,1.319023286,8.076218093,4.01600745,12.00381916
7.2,69000,7,80.1,6.4,6,33.5,35.9,23.6,20,6.7,16.6,2.8,19,1311,1311,1.061,0.607,196.154,15.887,3.177,0.020728436,19,1.4,198.486,0.244,0,174.457,17.446,0.55127205,25,213.4,31.274,160.114,110892.648,26678.929,3964.077,4.332772511,34,8,0,6.528,0,0,0,2.86478745,34,671.2,8.679,0.203,40289.879,1504.352,150.435,2.174388048,35,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,194.3,442.5,18.1,0,143.5,0,0,39.2,0,0,0,0,26,28.4,20.5,0,0,0,91,0,0,31.2,72.6,15.1,0,64.4,0,0,33.2,0,0,0,0,25.3,29.8,23.7,0,0,0,43.5,0,0,28.9,1.241047778,8.020209948,4.611007554,12.31727656
6.2,63000,5.8,63.9,4.7,7.8,28.2,30.8,22.4,17.1,10,15,3,90,1186.2,1.1,0,0.967,0,0,0,0.42449925,4,188,279.875,33.841,35912.198,94572.402,12421.673,15.47958946,9,345.6,721.493,312.696,1372549.875,315601.32,45920.08,14.20921182,25,16.9,10.809,0.741,524.657,38.197,7.186,0.714923494,31,340.5,108.928,127.342,535771.25,134493.443,19582.861,18.98231519,40,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,185.5,453.7,20.2,6.8,141.5,35.4,0,31,0,9.1,13.1,0,50.5,27.1,14.2,7.7,5.8,10.2,102.5,7.8,5.2,34.3,33,6.8,4.5,26.9,14.1,0,12.8,0,7.2,8.2,0,14.7,12.5,8.4,6.4,5.6,6.7,21.8,6.6,5.4,12.9,1.164537307,8.211675752,4.018497578,12.04452246
8.3,65000,7.7,80.6,8.5,7.6,34.4,36.5,31.4,17.9,8.8,18.3,2.6,59,2449.8,4.5,0.68,0.062,34.625,2.804,0.561,0.06572,14,6.8,23.834,0.307,11230.956,423.65,42.365,0.628359007,27,23,1.23,0.109,61.002,4.941,0.988,0.115785,29,3.5,2.059,0.188,106.161,8.598,1.72,0.201434942,30,10.4,0.56,0.05,28.336,2.295,0.459,0.053784844,32,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,189.1,490.5,19.7,0,170.6,0,0,0,0,0,0,0,32.2,0,0,0,0,0,113,0,0,28.9,88.8,17.2,0,81.7,0,0,0,0,0,0,0,32.1,0,0,0,0,0,57,0,0,33.1,1.435780368,7.71356482,4.349393248,12.02691337
8,63000,7.1,78.1,7,7.8,35.5,37.6,24.3,24.8,7.9,17,3.4,12,1311,213.4,31.274,160.114,110892.648,26678.929,3964.077,4.332772511,7,24.5,3.679,0.037,1398.461,56.87,6.305,0.065603316,11,1311,1.061,0.607,196.154,15.887,3.177,0.020728436,12,8,0,6.528,0,0,0,2.86478745,16,1,103.212,0.152,0.001,108.852,10.885,0.3439653,29,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,209.1,488.7,22.8,6.6,130,26.4,0,31.1,0,14,13.9,0,54.4,22.7,15,8.6,10,11,118.4,8.7,9.6,36.8,38.5,8.2,5.7,29.3,13.9,0,13.8,0,9.7,9.7,0,17.2,13.6,10.5,7.3,8.5,8.2,25.4,8.6,8.5,15.3,1.215130084,8.066584558,4.667521617,12.37350331
7.6,52000,7.9,85.8,9.5,10.5,37.9,38.4,27.2,21.8,10.3,18.5,4.4,98,1311,1112,2658.618,1727.629,6377103.5,1377148.273,200301.563,78.70904474,23,2.4,0,3.473,0.001,0,0,1.524066543,26,1.4,52.841,0.065,0,46.257,4.626,0.14616945,34,8.9,0.224,0.021,11.841,0.959,0.192,0.022475155,38,7.6,9.422,0.177,6478.377,244.375,24.438,0.44629428,38,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,193.4,502.7,26.8,0,144.3,0,0,0,0,0,0,0,54.6,0,0,0,0,0,99,0,0,33.1,85.9,19.9,0,72.3,0,0,0,0,0,0,0,39.5,0,0,0,0,0,50,0,0,35.1,1.135707411,8.103946102,5.107475136,12.64677575
8.3,52000,9.9,68.7,11.3,23.8,31.5,32.3,35,23,19,18,5.4,80,805,5.1,259.575,0.343,1848.35,309.654,30.965,0.989647321,16,48.8,0,3.163,19539.839,727.198,72.874,3.064240583,16,274.7,73.962,0.697,137423.907,5889.681,589.027,3.683390195,17,1402.6,2496.875,568.15,8334958,1691572.889,246004.253,2.141097561,17,1259.6,1534.191,89.645,4857476.938,967944.632,140758.176,2.621782433,17,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,243.4,496.2,22.5,6,139.4,39.4,8.4,36.2,2.7,13.9,12.8,5.1,60.6,12,19,6.7,10.8,13.6,131.2,11,6.4,36.6,12.6,2.7,1.4,9.3,5,2.4,4.6,1.3,3,2.8,1.7,5.9,2.8,3.4,2,2.6,2.8,9.4,2.9,2.1,4.6,1.416589772,7.863888019,3.690942799,11.70318809
7.2,64000,7.2,78.7,9.2,9.6,32.4,33.8,25.2,23.8,10.5,19.2,3.2,110,1186.2,6.6,0.261,0.024,13.719,1.111,0.222,0.026039844,23,8.9,0.224,0.021,11.841,0.959,0.192,0.022475155,23,1.1,0,0.967,0,0,0,0.42449925,28,188,279.875,33.841,35912.198,94572.402,12421.673,15.47958946,33,345.6,721.493,312.696,1372549.875,315601.32,45920.08,14.20921182,41,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,201.8,468.7,23.3,8.1,147.1,24.1,0,29.1,0,15.3,0,0,65.7,19.2,17.1,0,0,0,91.1,0,0,34.1,52.1,11.8,7.4,43.6,17.7,0,19.5,0,14.5,0,0,27.4,16.5,15.1,0,0,0,31.2,0,0,20.2,1.498432871,7.655317505,4.111030012,11.8608046
6.7,71000,8.2,70,6,6,29.1,32.4,31.8,17.6,6.6,15.5,3.1,47,1311,8.8,0,6.428,0,0,0,2.82070215,11,66.5,14.562,0.857,169858.839,6236.294,623.629,9.472433273,13,44.6,269.101,721.168,47128.098,20976.232,4678.674,10.1555679,14,60.5,4.792,0.036,5817.712,229.87,27.217,0.373762789,14,18,1.841,0.02,718.985,27.121,2.712,0.033728351,14,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,199.1,447.3,21.6,7.1,135.9,36.4,6.3,30.1,0,9,10,2.7,44.6,20.4,16.6,7.6,15.8,10,119.1,9,6.6,31.6,26,5.8,3.4,20.3,10.6,5.1,9.5,0,5.3,5.7,2.9,11.1,8.2,7,4.8,7.2,5.3,18.8,5.6,4.8,9.5,1.382134495,7.924626257,3.988006315,11.91369208
8.9,83000,6.3,50.4,3.2,3.1,30.7,35.5,27.1,16.6,4.3,11.9,3.1,63,1311,1548.4,260.676,16.16,3201153.938,116621.695,11662.17,53.90693559,14,833.7,298.046,337.206,1681789.875,364231.708,52991.19,29.21118487,25,48.8,0,3.163,19539.839,727.198,72.874,3.064240583,28,274.7,73.962,0.697,137423.907,5889.681,589.027,3.683390195,28,2.2,66.235,0.101,0,72.651,7.265,0.229571906,29,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,184.9,484.2,25.6,8.2,150,51.3,0,28.1,0,11,13.6,0,48.9,23.2,15.8,0,13.1,10.8,137.3,8.4,7.9,27.3,36.5,8.2,5.4,29.6,17.7,0,12.6,0,8.2,9.2,0,15.7,12,9.4,0,9.1,7.4,26.2,7.3,7.7,12.5,1.257177126,8.007285408,4.542274247,12.27080395
6.7,65000,7.3,79.9,9.2,7.5,35.9,37.3,23.3,19.1,9.1,18.2,3.4,31,1186.2,387,699.744,743.581,1931748.875,430762.569,62672.4,19.95158129,20,23,598.06,66.455,141715.726,180518.598,23691.809,1.004824226,25,142,1.073,0.014,2476.3,111.424,14.65,0.156730838,31,300.2,64.692,12.055,16790.588,847.993,119.585,4.128306754,32,16.9,10.809,0.741,524.657,38.197,7.186,0.714923494,34,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,202.6,352.1,0,0,80.4,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,107,0,0,85.9,0,0,0,0,0,0,0,0,0,0,0,0,0,92.7,0,0,0,1.292807042,7.866868381,4.717370375,12.30917343
9.5,67000,7.4,74.2,8.9,13.9,33,35.2,35.9,20.2,9.4,17.7,4.7,76,805,1259.6,1534.191,89.645,4857476.938,967944.632,140758.176,2.621782433,9,1402.6,2496.875,568.15,8334958,1691572.889,246004.253,2.141097561,10,10,0,2.331,6724.406,254.853,25.485,1.650422802,10,5.1,259.575,0.343,1848.35,309.654,30.965,0.989647321,12,381.6,50.132,0.402,75874.856,2965.566,331.533,27.42795292,17,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,229.7,514.2,25.2,5.5,140.5,30.3,6.6,31.7,2.4,15.1,13.8,4.1,67.9,21.1,18.5,8.5,11.6,10.3,134.9,12,6.1,30,26.3,5.9,2.9,19.3,9.1,4.9,9.2,2.6,6.6,6.3,3.4,12.8,8.1,7,5,6.1,5.2,18.9,6.2,4.7,8.9,1.360558115,7.926885323,4.180243307,12.02796703
7.4,54000,8.2,80.3,9.6,11.6,36.8,36.6,22.6,22.7,13.4,18.3,3.5,107,2449.8,1.8,237.56,0.298,0,212.968,21.297,0.672962149,5,6.6,0.261,0.024,13.719,1.111,0.222,0.026039844,26,7.4,0.502,0.043,24.334,1.971,0.394,0.04618969,29,8.9,0.224,0.021,11.841,0.959,0.192,0.022475155,37,340.5,108.928,127.342,535771.25,134493.443,19582.861,18.98231519,37,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,200.4,413.2,22.8,0,110.1,0,0,43.7,0,0,0,0,54.3,0,0,0,0,0,94.9,0,0,35.8,73.4,17.6,0,56.9,0,0,38.3,0,0,0,0,36.5,0,0,0,0,0,47.4,0,0,31.7,1.274771121,7.857225634,4.791980531,12.34210221
9.1,66000,8.3,76.5,8.3,13.3,31.4,32.8,32.2,21.6,9.3,17.8,4.4,43,2449.8,3,0,2.601,0.001,0,0,1.14137415,4,1402.1,74.781,8.529,1689598.875,65090.398,6509.04,30.56640463,6,318.9,30.238,0.023,5049.326,112.416,11.242,0.33760826,7,3,0.25,0,42.138,3.975,0.755,0.000152131,9,41.7,8.003,0.685,1336.34,26.771,2.677,0.08935041,11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,222.6,481.3,24.1,7.2,122.8,20.8,9.4,32.3,0,12.8,10.2,2.7,63.8,17.3,13.4,7.2,9.3,10.8,94.6,9.5,6.3,34.3,28,6.3,3.8,20.1,8.8,6.4,10.2,0,6.7,5.9,3.1,13.7,8,6.7,5.2,5.7,5.9,17.6,5.9,5.1,10.5,1.35390351,7.929655883,4.162885384,12.01712001
6.8,66000,7.4,76.2,8.8,9.6,33.5,35.1,32.5,19.8,8.1,17,4,99,2449.8,1.8,237.56,0.298,0,212.968,21.297,0.672962149,23,1112,2658.618,1727.629,6377103.5,1377148.273,200301.563,78.70904474,27,6.6,0.261,0.024,13.719,1.111,0.222,0.026039844,27,2,145.046,0.214,0,152.977,15.298,0.483396091,28,2,262.447,0.413,0,295.714,29.571,0.934434871,29,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,199.3,446.4,17.6,6.4,121.9,33.4,0,38,0,12.8,8.9,0,53.6,15.8,16.3,13.7,13.3,11.4,84.7,10.1,9.7,29.2,42.2,8.5,5.6,31.7,17.3,0,17.6,0,11.1,8.4,0,20,12.6,12.2,10.3,11.2,9.4,25.6,9.9,10.2,15.4,1.349904576,7.871340129,4.329004329,12.08397337
8.1,64000,8,74.3,6.3,8.8,31.5,33.7,35.9,23.3,7.6,15.6,3.1,39,1311,833.7,298.046,337.206,1681789.875,364231.708,52991.19,29.21118487,4,346.8,53.561,0.948,222164.164,7855.52,785.552,7.208171452,12,213.4,31.274,160.114,110892.648,26678.929,3964.077,4.332772511,25,1548.4,260.676,16.16,3201153.938,116621.695,11662.17,53.90693559,26,24.5,3.679,0.037,1398.461,56.87,6.305,0.065603316,26,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,216,463.1,23.5,7.2,129.7,32.1,6.9,30.7,0,12.4,13.3,0,44.6,20.8,16.6,6,11.8,10.4,122.3,9.9,7.3,37.5,31.8,7.1,4.5,24.3,12.7,6.8,12.1,0,7.8,8.2,0,13.5,10.8,8.7,5.4,7.7,6.7,22.6,7.4,6.5,12.7,1.299028115,7.985942381,4.334432489,12.14161749
7,60000,7,81,8,7.6,32.8,34.9,30.3,20.3,7.3,17.3,3.7,67,1186.2,16.9,10.809,0.741,524.657,38.197,7.186,0.714923494,8,387,699.744,743.581,1931748.875,430762.569,62672.4,19.95158129,27,1.1,0,0.967,0,0,0,0.42449925,31,188,279.875,33.841,35912.198,94572.402,12421.673,15.47958946,33,300.2,64.692,12.055,16790.588,847.993,119.585,4.128306754,41,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,215.4,480.9,20.7,0,126,29.2,0,27.1,0,0,0,0,43.5,38.4,22.2,0,0,0,130.9,0,0,29.2,64.5,13.3,0,49,25.2,0,23.6,0,0,0,0,27.2,30.1,21.3,0,0,0,46,0,0,23.9,1.506013948,7.61429871,4.231663354,11.91334524
7.3,57000,6.9,77.1,10.1,7.9,36,37.3,26.3,20.4,11.9,19.1,3.2,114,1186.2,345.6,721.493,312.696,1372549.875,315601.32,45920.08,14.20921182,20,340.5,108.928,127.342,535771.25,134493.443,19582.861,18.98231519,24,1.1,0,0.967,0,0,0,0.42449925,26,188,279.875,33.841,35912.198,94572.402,12421.673,15.47958946,27,6.6,0.261,0.024,13.719,1.111,0.222,0.026039844,30,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,199.2,440.1,21.9,0,116.5,29.5,0,37.2,0,0,0,0,44.9,18.2,17.8,0,0,0,120.5,0,0,29.9,60.1,13.1,0,47.4,24.8,0,26.3,0,0,0,0,27.4,20.8,19.2,0,0,0,41.2,0,0,22.4,1.545640128,7.494896471,4.355011179,11.92767571
9.2,68000,6.5,70.5,8.5,7.4,30.5,32.2,29.8,17.9,8.3,15.5,3.6,56,2449.8,283.5,42.312,1.615,319648.134,12041.334,1224.606,5.439935182,16,3,0,2.601,0.001,0,0,1.14137415,24,318.9,30.238,0.023,5049.326,112.416,11.242,0.33760826,25,3,0.25,0,42.138,3.975,0.755,0.000152131,25,1402.1,74.781,8.529,1689598.875,65090.398,6509.04,30.56640463,26,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,210,495.7,21.7,6.5,144.2,24.9,6.4,34.5,0,14,13.6,5.6,52.1,29.7,16.2,6.2,12.1,14.8,111.3,9.6,8,31.1,35.3,7.3,4.7,27.3,12.1,7.1,13.6,0,9,8.4,5.7,15.6,12.9,9.4,6.2,7.9,8.8,23.2,7.6,7.5,12.5,1.195732687,8.158494704,4.342347022,12.2218695
9,82000,6.4,67.1,4.9,4.4,31.1,33.7,29.7,16.7,5.1,14.8,3.1,72,1311,1.1,0.112,0.01,5.88,0.476,0.095,0.01116,9,335.7,54.386,2.23,18205.844,781.8,113.959,5.232582066,13,13.9,0,25.438,0.003,0,0,16.4020788,13,1548.4,260.676,16.16,3201153.938,116621.695,11662.17,53.90693559,18,381.6,53.66,0.422,74972.703,3068.987,386.303,26.18646206,27,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,193.1,490.6,25,6.4,153.6,56.1,0,31.4,0,13.1,13.4,3.8,48.1,23.8,18.3,6.9,10.7,10.1,136.6,7,8.7,32.1,30,6.7,3.6,24,15,0,10.9,0,7.1,7.3,4.2,12.7,10.1,8.5,5.4,6.3,6,21.8,5.4,6.5,10.7,1.273773315,8.056726153,4.461871084,12.25548756
