FIPS,air_quality_annual_PM2p5,median_household_income,percent_diagnosed_diabetes,percent_EDU_less_col,percent_EDU_less_HS,percent_food_stamp,percent_high_BP,percent_high_chol,percent_obisity,percent_phys_inactivity,percent_poverty,percent_somker_status,unemployment_rate
4005,6.3,57000.0,6.7,62.4,9.0,11.7,25.3,26.8,24.3,15.7,17.2,16.1,6.0
4007,6.3,49000.0,9.3,80.8,12.7,19.4,39.4,37.5,28.7,23.2,16.7,20.6,5.0
4009,5.7,55000.0,9.8,85.2,14.7,14.9,30.8,29.8,31.8,25.0,15.2,18.8,4.1
4011,6.0,68000.0,8.8,83.2,14.8,6.9,29.2,31.4,31.5,17.5,8.4,16.3,4.0
4012,2.4,42000.0,9.2,88.2,19.5,15.5,42.3,39.1,25.5,25.0,20.8,17.3,5.1
4013,9.5,72000.0,8.3,66.6,11.6,9.5,29.6,31.2,27.8,19.6,11.6,14.2,4.5
4015,6.6,47000.0,9.2,86.6,13.6,15.6,37.5,38.4,31.8,28.3,15.3,18.7,5.5
4017,6.7,47000.0,11.9,83.9,16.2,24.4,36.4,34.8,34.4,23.4,23.3,22.2,6.5
4019,6.4,57000.0,7.1,66.4,11.0,12.5,29.9,32.5,28.8,18.3,14.9,14.6,5.0
4021,12.4,67000.0,11.0,79.1,12.9,10.3,31.0,33.6,35.6,28.1,11.1,17.9,4.7
4023,9.9,44000.0,9.8,79.1,22.1,23.4,34.3,34.3,34.2,20.9,16.8,14.2,8.7
4025,6.1,59000.0,6.7,73.7,8.2,7.8,37.8,37.2,25.4,20.6,10.8,15.3,4.1
4027,8.3,54000.0,9.7,84.6,25.4,19.3,32.9,34.2,37.6,21.8,15.2,15.1,12.9
6003,5.4,65000.0,7.4,61.6,4.7,10.8,35.7,35.4,22.1,21.2,14.3,12.3,8.1
6019,14.4,61000.0,11.0,78.0,22.7,20.6,28.5,29.0,38.2,23.2,17.1,14.0,9.2
6025,12.5,48000.0,9.3,84.6,29.8,21.0,30.0,31.2,33.9,26.2,18.1,13.6,17.3
6027,6.6,56000.0,7.7,73.6,9.5,10.4,32.2,33.7,21.3,19.1,10.9,12.9,5.9
6029,16.0,59000.0,10.5,82.9,24.7,16.5,27.0,29.6,34.8,28.6,18.3,15.0,10.0
6037,12.0,76000.0,9.0,66.5,20.2,10.1,26.2,28.6,25.0,19.0,13.2,10.4,8.9
6039,12.1,69000.0,9.1,84.8,28.0,16.3,28.4,30.0,27.5,27.1,14.1,15.2,8.8
6051,5.5,73000.0,7.2,67.9,11.8,4.2,27.7,30.5,23.4,19.3,9.0,12.5,6.8
6059,9.4,99000.0,9.1,58.8,14.0,6.4,26.0,32.0,23.1,17.1,9.0,10.3,6.0
6065,14.1,76000.0,9.4,76.8,17.2,9.9,29.0,30.8,33.0,20.6,11.2,12.7,7.3
6071,14.8,66000.0,10.0,78.6,19.3,14.9,28.0,29.9,31.6,23.6,14.3,13.5,7.4
6073,8.7,87000.0,7.6,60.5,12.0,7.4,26.8,28.6,21.7,17.6,9.5,10.7,6.5
6107,14.7,62000.0,9.9,85.5,28.1,23.4,28.6,29.6,34.8,24.7,17.1,15.4,10.7
6111,9.6,91000.0,7.8,66.1,14.4,7.3,28.0,31.9,25.5,18.7,9.1,10.8,6.2
8007,4.8,64000.0,6.5,60.3,5.9,8.2,31.7,34.9,22.0,17.3,9.4,13.2,4.9
8029,5.4,54000.0,7.8,78.3,10.2,13.5,35.3,34.9,27.5,17.4,12.1,17.9,5.3
8033,4.5,51000.0,7.9,73.9,4.5,8.5,34.8,35.1,23.3,17.2,12.5,14.1,4.7
8045,3.7,80000.0,6.1,68.0,11.0,5.5,24.5,28.5,21.7,16.3,6.7,15.2,4.7
8051,4.1,68000.0,7.2,42.5,2.4,4.9,22.5,25.9,20.3,16.4,9.6,12.0,3.7
8053,4.1,63000.0,7.2,56.3,4.1,4.2,33.0,35.8,22.6,19.8,7.2,12.2,3.6
8067,5.9,66000.0,5.6,56.0,4.0,6.6,27.2,28.5,21.4,14.4,10.0,13.5,5.2
8077,6.4,64000.0,7.7,72.6,9.5,11.7,28.1,30.5,28.1,17.3,11.1,15.6,5.7
8079,4.1,58000.0,7.2,45.9,2.0,3.7,33.4,35.7,22.3,18.8,8.7,11.0,5.0
8081,5.1,63000.0,8.8,78.5,10.1,10.3,29.4,31.1,24.2,20.9,9.9,18.2,4.8
8083,5.2,54000.0,7.7,70.8,9.5,17.5,32.8,33.4,21.8,17.1,12.9,17.2,5.6
8085,5.1,60000.0,7.5,75.4,11.1,10.9,32.0,32.8,22.8,19.7,10.4,15.5,5.0
8091,4.3,74000.0,6.6,50.9,1.5,3.6,31.2,35.1,22.3,18.0,6.7,11.0,4.5
8097,4.0,94000.0,6.5,38.8,3.6,1.5,25.2,30.5,19.4,14.8,6.4,10.3,5.5
8103,7.5,64000.0,6.7,75.2,8.1,9.3,28.1,30.5,23.7,18.1,9.8,16.7,5.5
8107,4.9,82000.0,6.5,50.7,4.6,2.9,26.0,29.9,19.7,16.8,6.3,12.6,4.2
8111,4.3,54000.0,7.4,66.5,4.2,7.9,32.0,34.7,22.4,18.6,11.3,15.7,3.5
8113,4.7,77000.0,7.6,43.4,3.1,3.0,25.5,29.7,21.7,17.7,7.6,12.4,5.0
16001,6.2,73000.0,7.8,59.9,4.7,6.5,28.5,30.0,26.3,17.1,7.7,13.1,3.3
16005,7.1,55000.0,9.6,73.0,7.5,11.5,30.7,29.6,34.9,23.2,12.2,17.8,3.6
16007,5.9,56000.0,6.8,81.7,6.2,6.8,34.5,32.5,24.7,22.2,9.5,16.6,3.0
16011,7.2,66000.0,9.7,79.5,10.6,9.9,31.5,30.9,32.8,20.3,11.1,17.0,3.2
16013,5.4,76000.0,6.6,60.7,11.4,2.3,29.7,31.9,21.8,16.5,6.9,13.0,3.6
16015,6.8,56000.0,7.5,71.6,6.0,6.4,36.8,36.7,25.1,16.9,11.5,15.1,5.4
16019,7.3,67000.0,9.2,69.1,7.7,10.3,27.3,29.5,30.6,21.1,9.7,15.2,2.9
16023,5.0,52000.0,6.8,82.8,8.2,10.0,37.7,34.7,29.3,22.4,14.2,17.5,3.8
16025,4.8,59000.0,7.6,77.9,17.2,4.3,38.4,35.8,25.6,20.9,8.3,18.4,3.4
16027,8.4,58000.0,11.3,79.8,13.7,11.5,31.5,32.0,34.4,24.5,10.6,16.7,4.0
16029,6.1,64000.0,8.9,82.5,9.4,5.4,32.8,32.8,30.8,20.1,7.9,16.6,3.1
16031,6.1,65000.0,9.1,80.6,15.1,8.7,29.8,30.1,33.4,24.4,10.1,15.7,2.9
16033,5.0,52000.0,7.4,83.3,35.8,5.8,32.6,31.7,23.2,18.4,11.6,17.9,3.2
16037,5.0,53000.0,7.2,70.3,10.8,6.2,40.2,39.4,24.1,21.8,12.7,15.5,4.7
16039,6.1,49000.0,6.6,79.3,9.4,10.1,29.5,29.6,25.4,20.5,11.7,17.6,3.7
16041,7.0,65000.0,6.7,82.9,8.3,3.6,29.5,31.4,26.7,24.0,7.7,16.0,2.5
16043,6.2,59000.0,9.0,80.4,11.4,7.7,32.2,32.2,30.1,22.2,12.6,16.3,2.9
16045,8.8,61000.0,8.0,81.1,12.6,10.1,36.2,33.8,33.1,25.8,11.0,17.2,4.1
16047,6.0,58000.0,9.2,83.1,19.5,8.7,32.1,31.4,32.6,23.3,11.2,17.0,3.1
16051,7.1,67000.0,7.0,74.8,8.8,6.3,27.8,28.2,28.5,19.3,8.5,14.9,2.7
16053,4.4,57000.0,7.3,85.2,21.8,10.0,28.8,28.5,21.4,23.0,12.3,18.0,3.3
16063,5.3,59000.0,8.3,88.9,20.9,8.3,30.8,30.1,26.5,22.2,11.4,18.3,4.4
16065,6.7,54000.0,7.4,61.4,4.6,7.1,19.9,20.6,32.6,17.7,14.3,13.3,2.2
16067,6.3,56000.0,10.0,86.2,22.0,7.4,31.4,31.5,26.8,25.8,14.0,16.9,3.1
16071,6.0,69000.0,7.6,77.8,9.2,6.3,35.2,35.6,24.4,27.4,9.7,15.2,2.5
16073,6.8,54000.0,9.2,87.5,25.2,11.3,33.8,32.1,23.7,23.4,13.6,18.8,4.3
16075,8.5,60000.0,8.6,83.6,13.4,12.1,34.3,32.1,28.2,24.6,11.5,16.8,4.0
16077,6.1,45000.0,8.1,84.3,20.1,10.8,30.8,30.8,34.6,23.0,12.4,16.7,3.8
16081,5.1,75000.0,6.4,58.6,6.9,2.6,26.7,28.3,18.7,14.8,7.4,13.6,2.9
16083,6.1,55000.0,10.5,76.7,12.4,10.7,30.5,29.2,31.2,25.0,11.1,16.6,3.6
16087,6.9,49000.0,8.4,81.0,12.6,11.9,38.6,35.4,27.9,24.3,14.2,16.7,4.4
32001,6.5,62000.0,11.3,81.3,7.0,14.1,33.1,33.9,29.0,23.6,10.3,18.9,3.5
32003,10.8,62000.0,9.6,74.8,13.7,15.4,30.2,31.8,28.8,23.8,13.2,16.7,8.3
32005,6.9,84000.0,6.5,68.1,5.8,4.9,36.1,36.3,28.0,17.2,8.0,15.2,4.5
32007,5.4,74000.0,7.1,83.2,13.2,8.4,27.2,29.1,32.9,24.3,11.2,19.5,3.3
32009,4.4,35000.0,7.4,83.2,20.1,5.8,42.7,39.7,22.9,19.5,14.4,20.7,3.8
32011,4.4,69000.0,7.2,88.3,5.0,3.8,33.4,34.7,22.3,21.1,10.3,21.3,2.6
32013,5.8,73000.0,8.0,81.2,16.0,10.2,32.0,32.1,31.3,19.4,9.8,19.9,3.4
32015,4.5,81000.0,8.7,87.7,14.0,9.0,33.1,33.6,28.6,19.1,9.4,21.4,3.6
32017,4.5,60000.0,7.3,83.6,13.1,9.9,34.6,34.7,22.5,22.6,13.2,18.5,3.4
32019,6.9,63000.0,9.3,86.1,13.1,10.7,34.1,35.8,34.5,21.4,10.1,19.9,5.2
32021,4.9,50000.0,8.4,85.4,10.6,17.1,41.1,37.3,26.0,21.0,15.4,23.5,3.8
32023,6.0,53000.0,8.5,87.6,13.9,20.4,40.7,40.6,30.0,22.3,14.2,20.2,6.1
32027,5.2,65000.0,7.6,89.7,17.5,7.9,32.5,32.8,22.1,21.0,18.1,20.6,3.6
32029,6.4,73000.0,8.1,66.7,5.8,2.5,37.9,38.5,21.3,18.4,7.8,15.0,4.6
32031,7.0,75000.0,6.6,68.3,11.1,9.7,28.1,34.0,27.4,17.1,10.2,17.1,4.3
32033,4.4,58000.0,9.5,87.1,11.7,11.7,32.9,32.2,24.7,23.4,12.3,20.5,3.0
32510,4.5,58000.0,7.6,77.1,11.9,13.2,32.7,33.4,26.5,20.4,12.5,17.6,4.8
35003,4.5,27000.0,6.9,83.3,7.3,9.3,44.1,39.0,21.3,19.2,22.8,18.4,6.2
35006,5.3,43000.0,11.8,82.7,18.5,30.6,34.4,31.3,37.7,28.1,25.1,22.5,9.3
35013,9.7,47000.0,9.7,70.5,19.4,27.5,29.9,30.4,31.5,19.9,20.5,14.1,6.6
35017,5.6,44000.0,7.4,74.4,12.6,24.0,34.6,34.3,29.1,17.5,20.0,15.2,7.3
35023,5.2,42000.0,7.3,80.1,17.5,23.8,35.6,34.2,23.9,18.3,19.8,16.2,5.4
35029,6.2,39000.0,9.8,86.9,28.7,37.4,34.5,32.1,29.4,25.2,22.3,18.2,15.2
35031,5.9,36000.0,13.4,88.5,21.7,35.6,34.6,30.3,37.2,23.5,32.0,24.6,9.6
35043,6.9,72000.0,8.1,69.0,9.1,15.9,28.6,30.5,29.6,16.5,10.4,14.9,6.6
35045,7.1,44000.0,11.2,84.6,13.8,25.2,33.4,28.4,34.1,23.4,21.5,22.0,8.0
35051,5.5,37000.0,8.1,77.9,11.5,39.3,40.9,37.7,20.5,21.1,22.1,15.3,8.1
35053,5.5,39000.0,8.5,78.0,17.0,30.9,33.8,32.3,27.0,22.1,25.1,18.3,6.3
35061,6.4,52000.0,8.2,80.1,15.3,23.1,30.9,30.3,32.3,22.7,15.5,15.6,6.9
41023,5.1,51000.0,7.5,79.2,10.9,15.5,39.9,37.2,23.8,18.7,13.9,16.5,6.7
41025,8.1,49000.0,7.7,83.5,8.4,16.5,36.0,33.5,23.2,20.3,12.6,16.9,5.1
41045,8.0,46000.0,8.6,85.1,18.7,25.8,31.5,31.0,28.3,25.3,19.5,19.0,4.4
49001,4.9,62000.0,6.8,74.2,8.6,8.6,29.6,32.0,23.1,20.1,7.7,9.5,2.8
49003,8.2,74000.0,9.2,76.3,7.1,6.2,28.3,30.7,33.3,18.1,6.8,10.3,2.4
49005,8.7,65000.0,7.1,61.5,6.5,5.2,22.7,27.1,29.6,14.8,9.2,8.4,2.0
49007,5.8,52000.0,8.4,83.2,7.8,12.3,32.1,33.0,34.8,23.9,12.8,11.8,3.9
49009,4.9,63000.0,7.7,85.3,3.9,3.5,35.2,37.3,23.1,18.2,6.5,9.8,3.6
49011,8.4,92000.0,8.9,61.8,4.1,4.0,25.6,30.5,32.2,16.7,5.0,7.9,2.4
49013,5.9,62000.0,8.4,86.3,10.8,9.4,29.7,29.4,30.9,24.0,10.6,13.5,4.9
49015,5.7,64000.0,8.2,84.2,5.6,7.5,33.0,34.1,33.0,17.3,9.3,11.4,3.9
49017,4.9,48000.0,7.5,74.6,6.3,3.6,34.8,36.7,24.6,21.7,9.7,10.8,6.5
49019,5.3,59000.0,7.4,69.3,6.2,6.2,30.4,32.1,19.8,18.1,10.4,10.9,4.4
49021,5.0,53000.0,8.1,71.1,6.6,9.3,26.8,29.7,29.2,14.9,13.7,11.0,2.8
49023,5.9,70000.0,8.5,81.3,7.6,6.5,28.7,31.8,32.9,19.7,7.7,11.8,2.0
49025,4.8,58000.0,8.4,70.3,8.6,5.2,34.0,35.8,25.2,19.5,9.0,10.1,2.9
49027,5.7,60000.0,9.4,77.6,10.4,7.0,32.0,32.3,26.0,21.4,10.7,10.8,2.4
49029,7.5,104000.0,6.8,61.6,2.2,1.5,25.7,30.7,26.5,21.2,3.7,8.2,2.1
49031,4.7,47000.0,8.2,78.4,7.3,8.5,37.8,38.2,23.6,20.5,15.3,11.6,4.4
49033,6.0,76000.0,7.0,78.0,4.3,4.9,31.0,32.9,22.4,21.4,8.4,10.3,2.3
49035,9.7,79000.0,7.9,63.5,8.5,6.0,25.3,27.5,29.6,17.6,7.0,9.2,2.8
49037,5.4,51000.0,11.2,80.8,14.3,20.1,35.0,30.9,33.5,19.5,18.6,15.1,6.3
49039,5.7,55000.0,8.6,79.3,8.0,6.3,27.0,28.8,28.5,20.7,14.1,10.9,2.8
49041,5.2,56000.0,8.1,79.1,9.0,9.4,33.0,34.6,31.3,19.6,10.0,11.3,3.3
49043,7.4,116000.0,5.2,43.9,4.8,1.3,22.9,30.3,17.5,13.0,4.5,7.0,2.9
49045,6.4,79000.0,9.3,76.9,7.9,6.4,26.7,28.2,35.4,23.0,5.7,11.5,2.9
49047,6.0,63000.0,11.2,83.7,11.5,8.1,29.3,32.5,36.1,21.4,10.8,14.1,5.6
49049,8.7,82000.0,7.1,58.9,4.8,3.9,20.4,24.7,27.3,16.6,7.8,6.3,2.3
49051,6.9,87000.0,6.2,56.3,4.6,2.1,26.3,29.2,26.4,15.9,4.7,8.0,2.9
49053,5.2,72000.0,6.9,70.8,6.2,5.9,31.4,33.1,27.9,15.9,6.9,8.4,2.9
49055,5.0,55000.0,6.7,76.0,10.4,5.3,32.8,35.3,26.3,17.7,11.2,10.4,4.7
49057,9.0,72000.0,9.1,74.9,8.5,7.3,26.6,28.9,34.6,19.6,7.3,10.6,2.9
56003,4.6,55000.0,8.8,79.9,10.2,4.4,35.3,32.0,29.8,23.4,11.5,17.5,4.4
56007,4.6,67000.0,7.2,79.5,9.4,4.9,32.8,30.8,30.7,24.1,10.4,19.6,3.9
56013,6.8,52000.0,7.3,75.2,8.2,11.4,29.4,30.4,25.0,23.6,15.0,20.8,4.7
56017,3.7,49000.0,8.9,76.5,5.8,5.0,38.7,36.1,25.6,21.8,10.9,17.9,3.9
56023,5.7,73000.0,8.3,77.7,7.1,2.2,32.4,33.6,24.5,21.3,6.9,17.3,3.8
56025,4.7,66000.0,8.0,76.5,6.3,6.1,30.8,30.9,30.2,22.5,9.4,20.0,6.1
56029,3.7,63000.0,5.9,65.1,4.1,3.7,31.6,31.6,25.8,20.4,8.2,14.6,4.1
56035,4.6,82000.0,5.9,71.3,4.6,1.3,31.7,31.0,20.9,18.5,6.2,15.9,5.6
56037,5.0,71000.0,7.6,78.8,7.4,3.5,27.0,27.8,33.8,21.4,7.6,17.5,5.6
56039,4.5,92000.0,4.2,44.9,5.3,0.3,25.1,27.6,15.4,12.0,5.2,12.2,3.2
56041,6.2,71000.0,7.3,80.9,6.9,5.8,31.7,30.6,28.3,23.8,8.5,18.6,5.0
56043,4.1,59000.0,8.8,76.2,8.0,4.7,32.5,32.1,24.5,19.8,9.7,16.7,4.0
22031,9.4,44000.0,10.0,85.8,17.3,18.6,43.5,38.6,26.4,23.9,19.8,22.6,4.8
48001,8.5,51000.0,8.7,88.7,17.5,11.2,37.7,34.2,24.7,21.9,20.9,22.4,4.8
48005,9.0,50000.0,12.4,81.8,17.0,16.1,39.9,36.7,38.5,31.9,17.0,21.2,6.5
48007,7.4,51000.0,9.6,76.8,12.9,11.9,42.7,41.4,29.7,28.9,17.1,18.9,7.3
48013,7.8,61000.0,7.4,84.7,21.0,17.0,33.7,35.2,22.0,19.2,14.9,16.7,6.2
48015,8.5,61000.0,8.5,77.0,12.4,8.8,35.5,35.9,25.9,23.0,11.4,17.0,5.5
48019,7.3,64000.0,7.0,77.6,10.3,7.9,41.3,40.9,23.4,20.0,11.0,16.9,4.7
48021,8.1,75000.0,10.1,78.5,16.9,11.7,33.2,35.4,37.7,24.7,10.8,18.2,4.5
48025,7.7,46000.0,7.8,89.2,20.8,15.9,33.3,33.0,22.8,18.8,23.1,19.5,8.7
48027,8.3,54000.0,10.1,74.7,9.1,14.5,30.9,29.7,30.8,20.2,14.7,17.6,5.7
48029,7.9,60000.0,11.3,71.5,15.6,13.9,32.5,32.2,32.5,21.1,15.0,14.5,5.4
48031,7.3,66000.0,7.4,71.8,8.4,3.9,38.6,40.0,22.9,18.9,9.8,15.7,3.3
48035,7.9,58000.0,7.2,81.5,11.7,11.0,40.4,39.3,21.9,19.8,12.5,18.0,4.6
48039,9.7,84000.0,11.7,68.9,11.2,8.0,31.8,31.5,37.0,26.1,8.3,15.8,6.9
48041,8.4,54000.0,9.6,58.6,11.7,8.2,26.1,27.2,28.1,20.4,22.3,15.3,4.1
48043,5.7,49000.0,7.1,59.2,15.1,7.9,35.6,36.5,21.9,19.3,14.0,14.4,4.5
48047,7.3,34000.0,7.3,83.6,32.9,36.0,40.1,38.3,22.1,19.4,28.7,18.5,9.2
48049,6.8,49000.0,7.9,79.9,13.0,13.2,37.1,37.4,24.2,19.3,15.6,18.2,5.2
48051,8.0,65000.0,7.5,78.7,15.9,10.8,38.4,37.8,22.4,19.0,13.1,17.9,5.0
48053,7.4,64000.0,7.4,73.2,11.6,7.9,36.8,37.4,28.4,20.1,9.5,17.2,3.7
48055,8.0,66000.0,9.0,85.2,20.3,13.7,34.7,34.6,25.0,21.3,12.7,18.6,4.9
48057,7.5,58000.0,9.8,82.5,19.1,14.1,36.9,35.2,33.2,25.1,12.4,16.4,4.9
48061,9.5,44000.0,12.0,81.8,31.4,25.9,33.5,34.8,38.3,26.6,24.4,16.3,8.2
48071,8.5,90000.0,7.8,77.5,10.3,7.0,31.7,32.6,27.5,21.2,9.3,17.6,8.3
48073,8.8,46000.0,9.3,82.6,19.1,14.5,37.6,37.0,24.0,23.5,16.7,20.6,6.4
48081,6.2,51000.0,7.1,77.8,16.8,8.5,40.5,40.0,22.3,19.3,11.4,17.6,4.8
48083,6.5,44000.0,7.2,83.1,13.5,13.9,41.1,40.3,22.6,20.6,16.0,18.6,6.0
48089,7.9,53000.0,9.1,80.9,15.7,10.5,38.1,35.9,29.1,25.6,12.7,17.8,4.8
48091,8.3,79000.0,7.1,62.1,6.3,5.9,31.9,34.7,28.6,20.3,7.5,13.6,4.5
48093,7.0,47000.0,7.2,79.9,14.3,11.8,37.6,38.2,21.8,19.6,15.9,17.2,4.6
48095,6.2,47000.0,7.3,86.8,30.8,6.7,40.6,40.2,21.8,19.3,13.5,19.8,4.2
48099,7.8,58000.0,8.3,83.1,11.2,10.5,29.9,29.4,28.0,22.5,12.7,19.5,5.7
48103,6.2,68000.0,7.2,86.7,23.1,7.6,30.9,33.2,22.1,19.4,9.0,15.9,9.6
48105,6.2,54000.0,7.1,90.3,21.4,7.5,35.5,36.8,22.1,19.3,12.4,17.5,6.7
48109,5.5,47000.0,7.4,83.5,34.6,16.3,42.9,40.9,22.3,19.6,18.6,20.0,4.8
48123,7.7,54000.0,7.4,87.8,17.2,14.6,38.6,37.1,22.4,20.9,20.5,20.2,4.8
48127,6.9,43000.0,7.0,85.2,32.2,24.7,39.5,37.7,22.4,19.4,25.5,20.7,5.7
48131,7.2,41000.0,7.5,90.8,29.6,25.9,37.5,37.3,21.8,18.9,20.0,15.9,8.3
48135,6.6,63000.0,7.3,83.4,23.4,10.8,28.5,30.1,25.8,22.4,13.6,17.4,8.3
48137,6.1,45000.0,7.2,81.8,23.1,13.1,42.7,41.5,21.7,19.3,19.1,19.1,4.3
48141,9.8,49000.0,10.5,76.0,21.0,19.3,31.4,31.6,30.3,21.9,17.6,14.4,6.2
48145,8.2,45000.0,7.8,87.6,22.6,15.4,39.8,36.1,21.6,20.2,20.0,22.5,5.3
48149,7.8,64000.0,6.6,77.7,10.9,7.2,38.5,37.8,28.6,19.5,9.4,16.6,4.3
48157,10.1,97000.0,10.2,53.5,9.2,6.4,31.9,34.2,28.6,20.9,7.4,13.0,5.9
48161,8.4,55000.0,7.6,85.2,18.2,11.6,40.6,38.0,22.2,19.6,13.3,21.1,7.2
48163,7.2,47000.0,7.1,91.8,35.1,16.8,32.1,32.5,22.2,19.1,22.3,18.2,4.8
48167,6.7,78000.0,11.4,67.9,10.4,10.3,35.0,34.0,32.2,27.1,9.9,16.3,6.7
48171,7.0,64000.0,7.2,65.9,10.3,5.0,38.8,39.5,21.4,19.2,9.2,13.9,3.3
48173,6.1,85000.0,7.1,74.5,30.7,2.2,34.2,35.0,21.7,19.5,7.3,19.9,2.9
48175,7.5,55000.0,7.5,84.1,17.7,12.2,38.9,38.9,24.3,21.5,13.2,17.8,6.6
48177,7.7,55000.0,7.4,87.6,23.8,15.5,36.2,36.1,22.0,18.8,14.3,18.9,4.3
48185,8.7,58000.0,8.1,81.7,18.8,12.4,38.8,37.6,22.9,19.9,15.3,21.1,6.7
48187,8.5,79000.0,8.7,72.0,11.2,8.2,30.8,32.4,28.9,19.9,8.5,15.8,4.4
48193,7.1,53000.0,7.2,79.4,12.9,10.2,40.6,39.9,22.0,18.9,14.7,19.4,4.1
48199,8.6,69000.0,8.9,81.9,11.3,11.7,37.6,37.1,30.6,27.8,10.4,19.9,8.0
48201,10.1,62000.0,10.2,67.7,18.2,13.0,30.7,34.1,30.9,20.8,15.9,16.1,6.5
48209,8.2,78000.0,7.9,61.4,9.6,6.2,25.8,30.5,28.1,16.9,9.6,14.4,4.1
48215,10.4,47000.0,12.5,80.7,33.1,25.5,33.5,32.0,45.4,27.1,23.9,16.4,9.3
48217,8.5,57000.0,8.0,82.5,15.5,12.6,37.9,37.4,22.5,20.6,14.0,18.7,5.0
48225,8.6,46000.0,9.1,84.4,18.8,14.8,44.1,38.4,26.7,23.6,20.0,22.4,4.8
48229,5.8,41000.0,7.2,90.1,43.5,16.7,36.4,35.4,22.5,18.9,24.2,22.0,5.8
48235,6.0,74000.0,7.0,79.5,5.9,3.4,37.4,38.3,22.4,19.2,6.9,16.1,4.9
48239,7.7,56000.0,7.9,84.6,18.6,11.9,36.9,36.1,30.0,22.0,12.7,18.4,5.0
48241,8.6,51000.0,10.8,86.7,15.0,15.9,41.9,38.4,29.6,23.9,17.3,23.4,9.7
48243,5.2,56000.0,7.3,70.1,19.3,3.9,42.7,42.2,22.2,19.2,22.2,17.9,4.3
48245,8.9,49000.0,11.8,80.7,16.1,15.9,39.4,33.3,39.2,29.9,18.3,19.8,10.0
48247,7.1,42000.0,7.0,86.8,25.5,27.3,38.6,37.8,22.8,19.1,20.1,17.5,8.8
48249,7.6,49000.0,7.3,83.8,21.8,22.6,35.4,35.9,22.3,18.7,20.1,16.5,10.2
48255,7.6,56000.0,7.2,84.1,24.3,13.5,32.2,32.4,22.8,19.3,17.5,18.9,5.2
48259,7.6,103000.0,7.9,54.7,5.9,3.3,32.7,35.6,22.2,17.5,6.7,12.9,3.8
48261,7.1,46000.0,7.0,98.5,78.1,10.2,40.9,39.8,22.8,19.1,10.8,5.2,6.0
48265,7.0,57000.0,7.5,71.8,10.7,9.0,37.9,39.2,26.5,19.1,11.6,15.5,4.5
48267,6.2,48000.0,7.1,75.3,16.3,8.7,42.7,41.0,21.8,19.0,15.7,18.5,4.1
48271,6.4,63000.0,7.3,81.2,19.0,10.6,39.2,37.6,22.1,19.2,17.9,16.4,5.5
48273,7.5,52000.0,7.3,75.7,20.9,20.2,30.1,31.4,23.4,19.3,20.8,14.6,7.1
48281,7.4,69000.0,7.7,81.6,10.1,10.7,37.3,37.7,22.4,19.6,10.0,17.9,4.8
48283,6.8,46000.0,7.1,93.3,35.3,16.3,29.5,31.3,22.1,19.2,24.0,16.4,4.3
48285,7.7,58000.0,7.7,82.1,13.8,9.8,39.1,38.4,22.2,19.4,10.6,18.3,4.5
48287,7.9,61000.0,7.8,86.0,17.0,10.8,37.2,36.5,23.8,19.6,10.6,20.2,4.3
48289,8.3,53000.0,7.1,85.0,18.1,11.0,42.4,40.1,21.9,20.2,13.8,21.3,7.1
48291,9.1,61000.0,8.4,90.1,21.8,14.2,35.5,34.4,25.2,28.3,14.4,22.5,9.2
48293,8.3,53000.0,7.4,83.3,16.8,15.0,39.8,37.1,22.0,20.3,16.8,20.6,6.2
48297,7.6,54000.0,7.0,88.9,22.4,11.8,37.8,37.2,26.2,21.1,17.0,21.3,6.8
48299,7.1,61000.0,7.1,74.1,13.5,8.6,45.9,43.9,21.1,18.5,10.9,16.1,4.8
48301,6.0,97000.0,7.3,100.0,3.4,6.6,34.8,35.6,22.6,19.5,3.9,15.7,0.9
48307,6.5,48000.0,7.5,82.3,19.6,12.7,38.9,38.3,22.4,19.6,16.2,18.7,6.5
48309,8.6,55000.0,7.5,75.0,14.6,13.7,33.4,33.4,26.4,23.6,17.0,17.7,4.9
48311,7.0,46000.0,7.1,85.2,11.1,4.9,38.0,38.5,22.4,19.3,9.7,17.4,2.3
48313,8.3,59000.0,7.8,86.2,18.8,12.3,33.8,32.5,22.8,20.2,17.4,19.5,6.2
48319,6.5,63000.0,7.2,65.0,14.5,5.9,39.9,40.0,22.2,19.7,9.8,14.0,4.7
48321,8.0,52000.0,10.3,80.5,17.9,14.8,37.2,35.9,35.9,26.5,17.3,18.7,8.3
48323,7.1,41000.0,7.4,84.3,38.5,26.1,34.1,34.4,22.3,19.6,20.0,16.3,12.7
48325,7.8,63000.0,7.3,79.7,15.6,11.1,34.3,35.7,22.6,20.5,11.2,15.5,5.0
48327,6.1,41000.0,7.2,73.3,16.5,9.6,43.4,41.8,22.4,19.7,19.1,14.5,4.8
48329,6.6,92000.0,7.0,72.6,15.9,6.8,27.7,30.4,22.0,21.0,9.7,15.8,5.7
48331,8.1,50000.0,7.9,84.9,16.4,16.1,39.3,37.9,23.0,22.5,17.4,19.5,5.8
48333,6.8,49000.0,7.1,78.9,17.2,7.8,41.6,41.4,22.7,19.0,14.4,17.7,4.4
48339,10.2,85000.0,9.3,65.1,10.8,7.0,31.1,34.7,33.9,23.0,8.2,15.8,5.8
