Incidence Rate Report for United States by County

"Thyroid (All Stages^), 2015-2019"

"All Races (includes Hispanic), Male, All Ages"

Sorted by Rate

State, FIPS,"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)",Average Annual Count,Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Oconee County, South Carolina(6)",45073,9.2 ,5.4, 14.6,N/A , 1 , 14,4,stable,-0.4 ,-5.4, 4.9
"Howard County, Indiana(6)",18067,9.2 ,5.5, 14.4,N/A , 1 , 17,4,*,*,*,*
"Livingston Parish, Louisiana(7)",22063,9.1 ,6.1, 13.2,N/A , 1 , 17,6,*,*,*,*
"Dubuque County, Iowa(7)",19061,9.1 ,5.7, 13.9,N/A , 1 , 8,5,*,*,*,*
"Warren County, Kentucky(7)",21227,9.1 ,6, 13.3,N/A , 2 , 10,6,*,*,*,*
"El Paso County, Texas(7)",48141,9.1 ,7.8, 10.6,N/A , 1 , 16,33,rising,3.6 ,1.8, 5.4
"Ector County, Texas(7)",48135,9.1 ,6, 13.1,N/A , 1 , 35,6,*,*,*,*
"Champaign County, Illinois(7)",17019,9.1 ,6.5, 12.4,N/A , 3 , 20,8,rising,3.5 ,0.3, 6.9
"McCracken County, Kentucky(7)",21145,9.1 ,5.2, 14.9,N/A , 1 , 11,4,*,*,*,*
"Lancaster County, Pennsylvania(6)",42071,9.1 ,7.5, 10.8,N/A , 11 , 42,26,falling,-15.8 ,-27.1, -2.8
"Sandoval County, New Mexico(7)",35043,9 ,6.3, 12.6,N/A , 1 , 5,8,rising,5.0 ,1.9, 8.3
"Licking County, Ohio(6)",39089,9 ,6.4, 12.3,N/A , 2 , 40,9,*,*,*,*
"Bristol County, Massachusetts(7)",25005,9 ,7.5, 10.7,N/A , 2 , 10,26,stable,-1.7 ,-5.4, 2.3
"Burleigh County, North Dakota(6)",38015,9 ,5.7, 13.6,N/A , 1 , 3,5,*,*,*,*
"Indiana County, Pennsylvania(6)",42063,9 ,5.3, 14.3,N/A , 2 , 46,4,*,*,*,*
"Clark County, Ohio(6)",39023,9 ,6, 12.8,N/A , 1 , 42,7,*,*,*,*
"Erie County, New York(7)",36029,8.9 ,7.7, 10.3,N/A , 11 , 33,43,rising,2.0 ,0.1, 3.8
"Delaware County, Pennsylvania(6)",42045,8.9 ,7.4, 10.7,N/A , 12 , 42,27,stable,1.7 ,-0.5, 3.9
"Johnson County, Iowa(7)",19103,8.9 ,5.9, 12.9,N/A , 1 , 8,6,*,*,*,*
"Washington County, Utah(7)",49053,8.9 ,6.2, 12.3,N/A , 1 , 6,8,*,*,*,*
"Davis County, Utah(7)",49011,8.9 ,6.9, 11.3,N/A , 1 , 6,14,rising,3.4 ,1.2, 5.5
"Centre County, Pennsylvania(6)",42027,8.9 ,6.1, 12.6,N/A , 3 , 46,7,stable,2.4 ,-0.7, 5.7
"Mercer County, Pennsylvania(6)",42085,8.9 ,5.9, 12.9,N/A , 3 , 46,6,*,*,*,*
"DeSoto County, Mississippi(6)",28033,8.9 ,6.2, 12.3,N/A , 1 , 4,8,*,*,*,*
"Tangipahoa Parish, Louisiana(7)",22105,8.9 ,5.8, 13,N/A , 1 , 17,6,*,*,*,*
"Middlesex County, New Jersey(7)",34023,8.9 ,7.7, 10.3,N/A , 6 , 18,39,rising,2.0 ,0.3, 3.6
"Will County, Illinois(7)",17197,8.9 ,7.5, 10.4,N/A , 5 , 16,32,rising,5.4 ,2.4, 8.3
"Hancock County, Ohio(6)",39063,8.8 ,5.2, 14.1,N/A , 1 , 43,4,*,*,*,*
"Kennebec County, Maine(6)",23011,8.8 ,5.9, 12.7,N/A , 1 , 7,7,*,*,*,*
"Orange County, New York(7)",36071,8.8 ,6.9, 11,N/A , 8 , 37,16,stable,-6.8 ,-13.7, 0.7
"Rockwall County, Texas(7)",48397,8.8 ,5.6, 13.3,N/A , 1 , 37,5,*,*,*,*
"Yamhill County, Oregon(6)",41071,8.8 ,5.6, 13.1,N/A , 1 , 11,5,*,*,*,*
